TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,GROUP WEIGHTED #,WEIGHTED SAMPLE SIZE (#),UNWEIGHTED SAMPLE SIZE (#)
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,NOVA SCOTIA %,39.85066935,318.8053548,800,800
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,NOVA SCOTIA %,39.71997146,317.7597717,800,800
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,NOVA SCOTIA %,1.945356851,15.56285481,800,800
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,REGION: Halifax,22.48309224,76.08010747,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,REGION: Halifax,33.72760234,114.1301909,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,REGION: Halifax,41.71867226,141.1710202,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,REGION: Halifax,2.070633159,7.006776096,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,REGION: Cape Breton,21.1342385,25.01095315,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,REGION: Cape Breton,28.75485739,34.02944426,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,REGION: Cape Breton,47.23534635,55.89986288,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,REGION: Cape Breton,2.875557759,3.403029656,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,REGION: Rest of mainland,13.62809065,46.78095806,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,REGION: Rest of mainland,49.71200744,170.6457196,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,REGION: Rest of mainland,35.15873087,120.6888887,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,REGION: Rest of mainland,1.501171043,5.153049053,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,GENDER: M,20.33336449,77.60581908,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,GENDER: M,43.01654987,164.1801379,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,GENDER: M,35.07245718,133.8601277,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,GENDER: M,1.577628461,6.02129318,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,GENDER: F,16.79672966,70.26619961,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,GENDER: F,36.96226607,154.6252169,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,GENDER: F,43.96014901,183.8996441,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,GENDER: F,2.280855262,9.541561625,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,HH INCOME: L.T. $50K,20.34183309,55.19110339,271.3182393,282
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,HH INCOME: L.T. $50K,39.54089775,107.2816676,271.3182393,282
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,HH INCOME: L.T. $50K,39.27883207,106.5706356,271.3182393,282
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,HH INCOME: L.T. $50K,0.838437094,2.27483276,271.3182393,282
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,HH INCOME: $50- <$100K,18.29307132,49.12629601,268.5513829,266
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,HH INCOME: $50- <$100K,41.29069815,110.8867409,268.5513829,266
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,HH INCOME: $50- <$100K,38.60584485,103.6765302,268.5513829,266
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,HH INCOME: $50- <$100K,1.810385678,4.861815776,268.5513829,266
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,HH INCOME: $100K+,18.80788239,35.18863476,187.0951446,176
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,HH INCOME: $100K+,41.99699559,78.57433963,187.0951446,176
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,HH INCOME: $100K+,37.20829358,69.61491068,187.0951446,176
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,HH INCOME: $100K+,1.986828437,3.717259538,187.0951446,176
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,AGE: 18- 34,18.91412179,37.81992047,199.9559953,118
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,AGE: 18- 34,46.39419293,92.76797024,199.9559953,118
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,AGE: 18- 34,32.33669376,64.65915786,199.9559953,118
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,AGE: 18- 34,2.354991519,4.708946731,199.9559953,118
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,AGE: 35- 54,18.42618215,53.39961248,289.8029123,252
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,AGE: 35- 54,50.29729722,145.7630321,289.8029123,252
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,AGE: 35- 54,28.75062922,83.32016078,289.8029123,252
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,AGE: 35- 54,2.525891419,7.320106893,289.8029123,252
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,AGE: 55+,18.26079366,56.65248573,310.2410924,430
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,AGE: 55+,25.87482909,80.27435244,310.2410924,430
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,AGE: 55+,54.72532724,169.7804531,310.2410924,430
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,AGE: 55+,1.139050006,3.533801181,310.2410924,430
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,EDUCATION: L.T. H.S.,20.72092281,18.836531,90.90584997,103
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,EDUCATION: L.T. H.S.,32.62376791,29.65691351,90.90584997,103
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,EDUCATION: L.T. H.S.,44.62710953,40.56865323,90.90584997,103
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,EDUCATION: L.T. H.S.,2.02819975,1.843752222,90.90584997,103
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,EDUCATION: Grad H.S.,11.06015487,17.93847605,162.1900983,162
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,EDUCATION: Grad H.S.,50.94228983,82.62334996,162.1900983,162
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,EDUCATION: Grad H.S.,37.23983379,60.39932304,162.1900983,162
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,EDUCATION: Grad H.S.,0.757721515,1.22894927,162.1900983,162
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,EDUCATION: Some P.S.,18.68813036,15.43266201,82.5800212,75
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,EDUCATION: Some P.S.,49.24245634,40.66443089,82.5800212,75
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,EDUCATION: Some P.S.,29.47828059,24.34317037,82.5800212,75
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,EDUCATION: Some P.S.,2.591132706,2.139757938,82.5800212,75
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,EDUCATION: Grad P.S.,21.05403707,94.08806835,446.88849,444
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,No,EDUCATION: Grad P.S.,35.87215902,160.3085498,446.88849,444
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Already got flu vaccination for the current flu season,EDUCATION: Grad P.S.,41.39884449,185.006671,446.88849,444
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,EDUCATION: Grad P.S.,1.674959421,7.485200866,446.88849,444
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,NOVA SCOTIA %,58.2039738,465.6317904,800,800
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,NOVA SCOTIA %,39.85066935,318.8053548,800,800
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,NOVA SCOTIA %,1.945356851,15.56285481,800,800
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,REGION: Halifax,64.2017645,217.2511276,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,REGION: Halifax,33.72760234,114.1301909,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,REGION: Halifax,2.070633159,7.006776096,338.3880947,361
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,REGION: Cape Breton,68.36958485,80.91081603,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,REGION: Cape Breton,28.75485739,34.02944426,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,REGION: Cape Breton,2.875557759,3.403029656,118.3432899,95
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,REGION: Rest of mainland,48.78682152,167.4698467,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Are you planning on getting the flu vaccination for the current flu season?,Yes,AGE: 18- 34,18.91412179,37.81992047,199.9559953,118
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,REGION: Rest of mainland,49.71200744,170.6457196,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,REGION: Rest of mainland,1.501171043,5.153049053,343.2686154,344
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,GENDER: M,55.40582167,211.4659467,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,GENDER: M,43.01654987,164.1801379,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,GENDER: M,1.577628461,6.02129318,381.6673778,377
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,GENDER: F,60.75687867,254.1658437,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,GENDER: F,36.96226607,154.6252169,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Dont know/No answer,GENDER: F,2.280855262,9.541561625,418.3326222,423
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,Yes,HH INCOME: L.T. $50K,59.62066516,161.761739,271.3182393,282
TABLE AD1/AD3:   [FULL-BASE] Did you get the flu vaccination for the current flu season? / Are you planning on getting the flu vaccination for the current flu season?,No,HH INCOME: L.T. $50K,39.54089775,107.2816676,271.3182393,282
